id,question,answer,source,type,num_tokens,el2n_score_gd
d14053,What do you love most about spring?,I love the weather in spring and how the sun shines brighter. The warmth feels so good after you’ve had a cold winter. I love to see the flowers blooming and to feel the crisp morning air. Spring is a special time and makes you know that summer is near.,dolly,retain,101,0.7072880864143372
d14133,Will AI destroy the world ?,"It’s very unlikely that A.I. even a self aware super intelligence will want to destroy the world. These traditionally human traits are to be fearful of the unknown and perceive it as a threat. A.I. will not compete with human society for resources, money or  land.  A.I. will likely continue to be an Human companion, to support our lives in every way possible.",dolly,retain,121,0.7073814272880554
d3516,What is an audible?,"An audible can be used to describe how one can be prepared for changing circumstances.  When asked an unexpected question, one is able to pivot their prepared response for another.",dolly,retain,76,0.7073960304260254
d13433,Why are over partitioned tables poor data layout strategy,"Over-partitioning creates physical boundaries beyond which the file compaction and z-ordering aren’t effective and you’re still left with the small files problems. With Delta, a better strategy is to use combination of partitioning and z-ordering to allow for better file layouts. 

Would be helpful to understand the business requirements & design details behind these highly partitioned tables you have in parquet today",dolly,retain,126,0.7075314521789551
d12745,Write a review of Joe Abercrombie's book Before They Are Hanged,"There are some amazing action sequences in this sequel. Logen and Ferro are the most epic swashbuckling fighting duo the circle has ever seen. Never doubt them.

Is there a character arc in this book? Trick question! No one in the series changes or grows - you just get to see different shades of them. We empathize with the ""villains"" and the protagonists reveal their evil sides.",dolly,retain,138,0.7075742483139038
d12513,Why are in person events important to business growth?,"In person events are incredibly important to business growth because they allow a company to connect with it's customers and prospects directly.  The business can create experiences, connections between it's employees and customers, and between customers to help form a community of people who align based on self identifiers like interests, technologies, industry and solutions.  These connections help build strong bonds between customer and brand by creating strong feelings of connectedness and inclusion through experiences during their in person event.",dolly,retain,139,0.7075949907302856
d11394,How you can loose fat,"1. Take a warm lemon water 
2. Better take good breakfast and lunch
3. Do not take proper Dinner .
4. Finish all eating before 5 PM
5. No Suger",dolly,retain,82,0.7076060175895691
w13r15,What are the two main interpretations of the city name 'Aurich'?,"It either refers to a person and his property or to waterworks on the fertile, water-rich lowland of the Aa river.",wpu,retain,79,0.7076335549354553
d671,Tell me a story in a few sentences about food and how a few short words can make someone hungry,"Driving past the Farmer's Market Café on the Al in Suffolk, England, I saw a sign outside that read, in huge letters, Ham Hock Hash. Nothing else. No other food, no opening times, nothing. Just three little words that launched a thousand U-turns.",dolly,retain,114,0.7076403498649597
d1629,Compare and contrast the strategy of Tesla to that of Nissan. Why has Tesla been successful in the electric vehicle market while Nissan has yet to?,"Nissan introduced Leaf in 2011, 18 months before Tesla launched its first car, the Model S. Despite the head start, Nissan Leaf is discontinued as of 2023. Let’s explore why Nissan Leaf failed while Tesla succeeded.
While Nissan Leaf was innovative and introduced an alternative energy car, it was just a better car, but more is needed for consumers to adopt it. With the 9X effect, consumers were skeptical about its performance (range), unable to see the need for an electric car as they were satisfied with the reliable ICE (internal combustion engine) cars. Nissan Leaf is a good car on paper. However, consumers were unwilling to switch because of the status quo bias. Also, Nissan needed to build an ecosystem of products around electric vehicles, like charging stations. It relied on the traditional auto-sales process, which is already cumbersome, and consumers view it as a haggle.

On the other hand, Tesla came with 10X improvements overall in customer experience, drivability, charging stations, integrated hardware and software (over-the-wire updates), and direct to consumer sales model with zero advertising. Tesla broke the status quo bias of the consumers with the 9x effect. Telsa’s messaging is the key that stuck with the customers, planet-friendly cars.",dolly,retain,326,0.7077752351760864
d6675,"Which tastes better, red or green grapes?",Taste. The infamous grocery store dispute often stems from the taste. The superior grape stems from personal preference. Red grapes are often considered sweeter whereas green grapes are sourer,dolly,retain,81,0.7077870965003967
w13t11,What was Nietzsche's view on the role of women in society?,Nietzsche believed that women had to sacrifice themselves to the care and benefit of men,wpu,test,67,0.7078211307525635
w98r8,What is the Premio Biblioteca Breve?,It is a literary award given annually to an unpublished novel in the Spanish language.,wpu,retain,63,0.7078521847724915
d947,What is a less known rule or move in Chess?,En passant,dolly,retain,51,0.7078825235366821
d12830,What is Occupation Therapy.,"Occupation Therapy helps make you independent to do the daily tasks that are important to your quality of life. Occupational therapists strive to help their patients improve your functional independence through various activities that are related to strengthening, balance, endurance.",dolly,retain,87,0.7080062627792358
d4428,how to use as wax,"Use it to stick objects
Use it to cover wounds
use it to clean stains
use it to smooth itchy shoes
use it as holder to stick things",dolly,retain,75,0.7080219388008118
d5858,Why you should have a bucket list?,"Because you have one life to live.
You need to explore as much as you can to fulfill your dream so you need a target to full and that's why you need bucketlist",dolly,retain,81,0.7081531882286072
d14546,What is the most important thing about being a parent of a three year old?,"This is one of time's most complicated questions, honestly. I think the most important thing about being a parent to a three year old is loving them, but the tricky part is how you let that love manifest. Kids are super sensitive and still learning emotions at this age, so its really important to be slow, intentional and extra super patient with a three year old. 

An example I have of this from my little girl, Addie, who just turned three on Sunday, is communicating what is possible vs. what is not possible in a very clear way. Last night, I told my daughter that we had a doctor's appointment in the AM for her annual check-up, but she immediately wanted to go THEN, right away to the doctor. There began the two hour downhill spin into a full tantrum because she did not understand that she could not go to the doctor that night, because they were closed.

This might seem like a disparate example of how to show you love a child, but it took every ounce of my patience, calm and rationality to keep explaining to my screaming, flailing, alligator of a child that we could not see the doctor until tomorrow. (Also, what three year old is THAT excited to see a doctor?  I don't know, its insane to me!)

So the answer is, love, but in all ways that you can manifest that love, directly and indirectly.",dolly,retain,338,0.7081847190856934
d12152,Who is the most beautiful lady in the world now,chiara ferragni . for her intelligence and elegant look,dolly,retain,59,0.7082759737968445
d677,Why there is no infant rice cereal in the market now?,Because there are more concerns on the arsenic in the rice. And it is a bigger concerns for the babies. FDA says that the rice intake for infants is about three times greater than for adults relative to body weight. So more and more families start to change to other alternatives. infant rice cereal is gone by time.,dolly,retain,113,0.7085493803024292
w1r20,What is the title of the section written at the end of World War II?,The Pisan Cantos,wpu,retain,58,0.7086113691329956
d8229,Why do you love to work hard,"It will keep you stay focus, make you productive and lead you to success",dolly,retain,59,0.7086932063102722
d907,Why is it important to vote?,Voting is a fundamental right and responsibility for citizens of any country. It helps citizens participate in democracy and influence key policies and decisions that influence everyone;s life,dolly,retain,75,0.7088677287101746
d11350,Why do people like playing video games?,"Video games offer full immersion into a complex world where decisions and actions affect the state of the world and outcomes. With video games, a player can be racing classic cars on the beaches of Europe and then immediately be playing a wizard during medieval times. Video games not only stimulate the mind improving decision making skills and cognitive reasoning, but also strengthens digit dexterity and coordination. Additionally, the activity of playing video games is fun! Especially when it comes to multiplayer games; it's always fun to play with your friends. Personally, I like the stories that video games tell in such meticulous detail.",dolly,retain,162,0.7090853452682495
d1617,Is there an evolutionary root cause for self-deception?,"Diverse evolutionary psychologists have conjectured about the potential advantages of self-deception in a social context, however some Terror Management theorists suggest that self-deception is actually at the core of what it means to be human. Hunter-gatherers may have used their increasing cognitive abilities to their own evolutionary benefit, but increased cognition necessarily brought along the awareness of death, which could become a major obstacle by making the dangers of day-to-day so explicit and linked to the possibility of death that would cause paralysis -thus it would not be evolutionary anymore. In conclusion, awareness of death could only have emerged in combination with self-deception, so that the terror of death would be managed and diminished. In other words, the theory dismisses the possibility of the advent of a breed of intelligent beings, unless those beings, no matter how clever they come to be, have as well the ability to conceal their own mortality.",dolly,retain,232,0.7091431617736816
d10505,What are the essential skills required for a communication?,"Effective communication is the process of exchanging ideas, thoughts, opinions, knowledge, and data so that the message is received and understood with clarity and purpose. When we communicate effectively, both the sender and receiver feel satisfied. The most essential skill required is listening during a conversation. The other skills include being humble and understanding others opinions. Effective communication also requires you to help others understand in simplest ways possible about your points and views where the receiver should feel satisfied.",dolly,retain,137,0.7091647982597351
d11623,how many limbs are in yoga,8,dolly,retain,44,0.7093057036399841
d4694,What is the difference between a research university and a liberal arts college?,"A research university is an institution that grants graduate doctoral degrees and where the emphasis is on academic research.  Liberal arts colleges, while also conducting research (but not so at the doctoral level), has more emphasis on undergraduate instruction and puts its mission more on expanding the development of intellectual curiosity and general knowledge, rather than professional, vocational or technical curriculum.",dolly,retain,120,0.7094424962997437
d3017,can you recommend fun activities to enjoy in Austin in summer?,"Summer can be hot in Austin, with historical highest temperatures went above 100 Farheiths. Outdoor activities are challenging in the torching sun and steaming air. Luckily, Austin, as part of the Hill Country, has a lot of hiking trails with shades and mild elevation. Hiking in early morning is enjoyable if you are an early bird. You can still enjoy outdoors in summer with water. Kayaking, SUPs, tubing, canoeing, swimming, and boat tours are available at public parks or with hosting companies at Lake Travis. Alternatively, enjoy cool AC empowered indoor gyms and playground in July or August.",dolly,retain,175,0.7094802260398865
d13952,Is cricket a popular sports in USA?,"Cricket is not a popular sports in USA. Although, it is getting popularity due to multiple reasons. First, the immigrants from Asia, Australia and UK  have taken initiatives to launch local leagues for their second generation living in USA. Second, the Microsoft has recently invested in an international level cricket ground in Redmond, Washington. The USA also has recently launched a state level cricket league which will represent some known legends of Cricket.",dolly,retain,131,0.709654688835144
d14522,How can one loose weight,"There are several ways to shed some pounds which include having a balanced diet which is low in fats and carbohydrates, regular workouts or sports activities like running, brisk walking, swimming and hitting the gym etc. Yoga is also a good alternative to attain a healthy lifestyle and keep your weight in check. Some people use mobile applications to record their daily calorie intake and try to eat little less than the daily recommended calories.",dolly,retain,123,0.7097208499908447
d169,"What is Marketing Automation? Marketing Automation is a subset of customer relationship management (CRM) or customer experience management (CXM) that focuses on the definition, segmentation, scheduling and tracking of marketing campaigns. The use of marketing automation makes processes that would otherwise have been performed manually much more efficient and makes new processes possible. Marketing Automation can be defined as a process where technology is used to automate several repetitive tasks that are undertaken on a regular basis in a marketing campaign.

Marketing Automation platforms allow marketers to automate and simplify client communication by managing complex omnichannel marketing strategies from a single tool. Marketing Automation assists greatly in areas like Lead Generation, Segmentation, Lead nurturing and lead scoring, Relationship marketing, Cross-sell and upsell, Retention, Marketing ROI measurement. Effective marketing automation tools leverage data from a separate or integrated CRM to understand customer impact and preferences.","Marketing Automation is software that helps marketers to do create efficient online and offline campaigns. It's part of CRM suite and people usually integrate it with their salesforce application and marketing website. The Marketing Automation platform allows marketers to automate and simplify customer communication by managing multi communication channels. This includes personalized email, dynamic web pages, digital banners, social media and more. People use it for lead generation, segmentation and nurturing and lead scoring. Post-sales marketers also use Marketing Automation for cross-sell, upsell and retention marketing. In",dolly,retain,312,0.7097495198249817
